Receipt Item Detail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cabang : All Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alamat : -;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Staff : All Staff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Periode : 01/01/2025 - 31/01/2025 00:00 - 23:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No. Receipt;Reff No.;Transaction Date;Store;Order Type;Cashier;Customer;Payment Type;Type;Repayment Date;Table No.;Settlement No.;Item Name;Category;Sub Category;Modifier;Qty;Unit Price;Item Sales;Discount Item;Discount Bill;Amount Redeem;Net Sales;Service Persen;Service;Delivery;Tax Persen;Tax;Comm Fee;Gratuity;Rounding;DP Pemesanan;Total;Company Name;Telepon;Telepon WA;Email;Alamat;No. Rekening;Nama Pemilik Rekening;Bill Counter
0010100001;121690010119012509351700001;2025-01-19 09:35:45;NEO STATION;DINE IN;OCES;;cash;Sale;;tamu 12;25-0038;GREENTEA LATTE;NON COFFEE;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100014;121690010118012521283100014;2025-01-19 12:21:27;NEO STATION;DINE IN;OCES;asep barber;cash;Sale;;tamu 11;25-0038;NASI BANGSAWAN;MAIN COURSE ASIAN;;;2; 20.000 ; 40.000 ; 0 ; 0 ; 0 ; 40.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 40.000 ;Neo Station;;;;;;;-
0010100004;121690010119012514271100004;2025-01-19 14:27:11;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0038;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100002;121690010119012512364100002;2025-01-19 14:49:55;NEO STATION;DINE IN;OCES;ibu wita;QR MANDIRI;Sale;;tamu 11;25-0038;CHOCOLATTE;NON COFFEE;;;2; 26.000 ; 52.000 ; 0 ; 0 ; 0 ; 52.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 52.000 ;Neo Station;;;;;;;-
0010100002;121690010119012512364100002;2025-01-19 14:49:55;NEO STATION;DINE IN;OCES;ibu wita;QR MANDIRI;Sale;;tamu 11;25-0038;SPAGHETTI AGLIO OLIO;PASTA;;;1; 32.000 ; 32.000 ; 0 ; 0 ; 0 ; 32.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 32.000 ;Neo Station;;;;;;;-
0010100002;121690010119012512364100002;2025-01-19 14:49:55;NEO STATION;DINE IN;OCES;ibu wita;QR MANDIRI;Sale;;tamu 11;25-0038;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100002;121690010119012512364100002;2025-01-19 14:49:55;NEO STATION;DINE IN;OCES;ibu wita;QR MANDIRI;Sale;;tamu 11;25-0038;Lemon;ADDITIONIONAL BAR;;;1; 5.000 ; 5.000 ; 0 ; 0 ; 0 ; 5.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5.000 ;Neo Station;;;;;;;-
0010100002;121690010119012512364100002;2025-01-19 14:49:55;NEO STATION;DINE IN;OCES;ibu wita;QR MANDIRI;Sale;;tamu 11;25-0038;Big Mix Platter;LIGHT MEALS;;;1; 90.000 ; 90.000 ; 0 ; 0 ; 0 ; 90.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 90.000 ;Neo Station;;;;;;;-
0010100002;121690010119012512364100002;2025-01-19 14:49:55;NEO STATION;DINE IN;OCES;ibu wita;QR MANDIRI;Sale;;tamu 11;25-0038;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100002;121690010119012512364100002;2025-01-19 14:49:55;NEO STATION;DINE IN;OCES;ibu wita;QR MANDIRI;Sale;;tamu 11;25-0038;MINERAL WATER;ADDITIONIONAL BAR;;;1; 3.000 ; 3.000 ; 0 ; 0 ; 0 ; 3.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3.000 ;Neo Station;;;;;;;-
0010100003;121690010119012513080600003;2025-01-19 14:52:50;NEO STATION;DINE IN;OCES;depan vape;QR MANDIRI;Sale;;tamu 12;25-0038;Salted Creamy Coffee;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100003;121690010119012513080600003;2025-01-19 14:52:50;NEO STATION;DINE IN;OCES;depan vape;QR MANDIRI;Sale;;tamu 12;25-0038;Honey Drew;HEALTHY  SMOOTHIE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100003;121690010119012513080600003;2025-01-19 14:52:50;NEO STATION;DINE IN;OCES;depan vape;QR MANDIRI;Sale;;tamu 12;25-0038;MIX PLATTER;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100006;121690010119012515165300006;2025-01-19 15:16:53;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0038;CAFFE LATTE;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100001;121690010119012515324500001;2025-01-19 15:32:45;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0039;HOT ESPRESSOO;COFFEE;;;1; 18.000 ; 18.000 ; 0 ; 0 ; 0 ; 18.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 18.000 ;Neo Station;;;;;;;-
0010100002;121690010119012516591700002;2025-01-19 16:59:17;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0039;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100002;121690010119012516591700002;2025-01-19 16:59:17;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0039;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100003;121690010119012517283600003;2025-01-19 17:28:36;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0039;Salted Creamy Coffee;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100004;121690010119012517533500004;2025-01-19 17:53:35;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0039;RED VELVET LATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100004;121690010119012517533500004;2025-01-19 17:53:35;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0039;poetry sunset;SPARKLING SERIES;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100005;121690010119012518221400005;2025-01-19 18:22:14;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0039;CHOCOLATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100005;121690010119012518221400005;2025-01-19 18:22:14;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0039;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100006;121690010119012519072200006;2025-01-19 19:07:22;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0039;poetry sunset;SPARKLING SERIES;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100006;121690010119012519072200006;2025-01-19 19:07:22;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0039;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100007;121690010119012519222000007;2025-01-19 19:22:20;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0039;MINERAL WATER;ADDITIONIONAL BAR;;;2; 3.000 ; 6.000 ; 0 ; 0 ; 0 ; 6.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 6.000 ;Neo Station;;;;;;;-
0010100008;121690010119012519321900008;2025-01-19 19:32:19;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0039;GREENTEA LATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100009;121690010119012519384500009;2025-01-19 19:38:45;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0039;MIX PLATTER;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100010;121690010119012519593500010;2025-01-19 19:59:35;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0039;TARO LATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100010;121690010119012519593500010;2025-01-19 19:59:35;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0039;FRENCH FRIES;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100011;121690010119012520111600011;2025-01-19 20:11:16;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0039;BLACK TEA;TEA;;;1; 15.000 ; 15.000 ; 0 ; 0 ; 0 ; 15.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 15.000 ;Neo Station;;;;;;;-
0010100005;121690010119012515044600005;2025-01-19 21:37:28;NEO STATION;DINE IN;OCES;asep barbar;cash;Sale;;tamu 11;25-0039;Kopi Sultan;COFFEE;;;1; 15.000 ; 15.000 ; 0 ; 0 ; 0 ; 15.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 15.000 ;Neo Station;;;;;;;-
0010100012;121690010119012520560000012;2025-01-19 22:47:42;NEO STATION;DINE IN;OCES;kiki;QR MANDIRI;Sale;;tamu 4;25-0039;LYCHEE TEA;TEA;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100012;121690010119012520560000012;2025-01-19 22:47:42;NEO STATION;DINE IN;OCES;kiki;QR MANDIRI;Sale;;tamu 4;25-0039;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;2; 25.000 ; 50.000 ; 0 ; 0 ; 0 ; 50.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 50.000 ;Neo Station;;;;;;;-
0010100012;121690010119012520560000012;2025-01-19 22:47:42;NEO STATION;DINE IN;OCES;kiki;QR MANDIRI;Sale;;tamu 4;25-0039;CHOCOLATTE;NON COFFEE;;;2; 26.000 ; 52.000 ; 0 ; 0 ; 0 ; 52.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 52.000 ;Neo Station;;;;;;;-
0010100012;121690010119012520560000012;2025-01-19 22:47:42;NEO STATION;DINE IN;OCES;kiki;QR MANDIRI;Sale;;tamu 4;25-0039;EJ PEACE FRIED RICE;TEPPANYAKI FRIED RICE;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100001;121690010120012510131100001;2025-01-20 10:13:11;NEO STATION;DINE IN;DHIKA;Dea;cash;Sale;;;25-0040;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100001;121690010120012510131100001;2025-01-20 10:13:11;NEO STATION;DINE IN;DHIKA;Dea;cash;Sale;;;25-0040;tropical day;SPARKLING SERIES;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100002;121690010120012510375000002;2025-01-20 10:37:50;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0040;CHOCOLATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100003;121690010120012511432100003;2025-01-20 11:43:21;NEO STATION;DINE IN;DHIKA;Feri;cash;Sale;;;25-0040;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100003;121690010120012511432100003;2025-01-20 11:43:21;NEO STATION;DINE IN;DHIKA;Feri;cash;Sale;;;25-0040;HOT TOFU CRISPY;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100007;121690010120012513133600007;2025-01-20 13:13:36;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0040;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100009;121690010120012515054300009;2025-01-20 15:05:43;NEO STATION;DINE IN;DHIKA;;cash;Sale;;;25-0040;TELOR;Additional Kitchen;;;1; 5.000 ; 5.000 ; 0 ; 0 ; 0 ; 5.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5.000 ;Neo Station;;;;;;;-
0010100001;121690010120012515442800001;2025-01-20 15:44:28;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;Salted Creamy Coffee;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100001;121690010120012515442800001;2025-01-20 15:44:28;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;MIX PLATTER;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100002;121690010120012515542900002;2025-01-20 15:54:29;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0041;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100002;121690010120012515542900002;2025-01-20 15:54:29;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0041;TARO LATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100003;121690010120012515550800003;2025-01-20 15:55:08;NEO STATION;DINE IN;OCES;Pak Rudi;QR MANDIRI;Sale;;tamu 13;25-0041;AMERICANO;COFFEE;;;2; 24.000 ; 48.000 ; 0 ; 0 ; 0 ; 48.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 48.000 ;Neo Station;;;;;;;-
0010100004;121690010120012515581200004;2025-01-20 15:58:12;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;Salted Creamy Coffee;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100005;121690010120012516000600005;2025-01-20 16:00:06;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;Salted Creamy Coffee;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100005;121690010120012516000600005;2025-01-20 16:00:06;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100005;121690010120012516000600005;2025-01-20 16:00:06;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;Baileys Creamy;Coffee Signature;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100006;121690010120012516072900006;2025-01-20 16:07:29;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0041;HOT TOFU CRISPY;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100004;121690010120012512474200004;2025-01-20 16:16:01;NEO STATION;DINE IN;OCES;Bagus;QR MANDIRI;Sale;;tamu 4;25-0041;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100004;121690010120012512474200004;2025-01-20 16:16:01;NEO STATION;DINE IN;OCES;Bagus;QR MANDIRI;Sale;;tamu 4;25-0041;MIX PLATTER;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100004;121690010120012512474200004;2025-01-20 16:16:01;NEO STATION;DINE IN;OCES;Bagus;QR MANDIRI;Sale;;tamu 4;25-0041;VIETNAM DRIP;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100006;121690010120012513021800006;2025-01-20 16:36:19;NEO STATION;DINE IN;OCES;teman a agung;QR MANDIRI;Sale;;tamu 9;25-0041;MIX PLATTER;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100006;121690010120012513021800006;2025-01-20 16:36:19;NEO STATION;DINE IN;OCES;teman a agung;QR MANDIRI;Sale;;tamu 9;25-0041;CHOCOLATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100006;121690010120012513021800006;2025-01-20 16:36:19;NEO STATION;DINE IN;OCES;teman a agung;QR MANDIRI;Sale;;tamu 9;25-0041;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100006;121690010120012513021800006;2025-01-20 16:36:19;NEO STATION;DINE IN;OCES;teman a agung;QR MANDIRI;Sale;;tamu 9;25-0041;MINERAL WATER;ADDITIONIONAL BAR;;;1; 3.000 ; 3.000 ; 0 ; 0 ; 0 ; 3.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3.000 ;Neo Station;;;;;;;-
0010100006;121690010120012513021800006;2025-01-20 16:36:19;NEO STATION;DINE IN;OCES;teman a agung;QR MANDIRI;Sale;;tamu 9;25-0041;BEEF YAKINIKU;MAIN COURSE ASIAN;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100006;121690010120012513021800006;2025-01-20 16:36:19;NEO STATION;DINE IN;OCES;teman a agung;QR MANDIRI;Sale;;tamu 9;25-0041;SPAGHETTI AGLIO OLIO;PASTA;;;1; 32.000 ; 32.000 ; 0 ; 0 ; 0 ; 32.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 32.000 ;Neo Station;;;;;;;-
0010100009;121690010120012517071400009;2025-01-20 17:07:14;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;CHOCOLATE MILKYWAY;NON COFFEE;;;1; 27.000 ; 27.000 ; 0 ; 0 ; 0 ; 27.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 27.000 ;Neo Station;;;;;;;-
0010100010;121690010120012517083200010;2025-01-20 17:08:32;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;CHOCOLATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100011;121690010120012517093100011;2025-01-20 17:09:31;NEO STATION;DINE IN;OCES;hasna;QR MANDIRI;Sale;;;25-0041;CHOCOLATE MILKYWAY;NON COFFEE;;;1; 27.000 ; 27.000 ; 0 ; 0 ; 0 ; 27.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 27.000 ;Neo Station;;;;;;;-
0010100013;121690010120012517360500013;2025-01-20 17:36:05;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;CAFFE LATTE;COFFEE;;;2; 28.000 ; 56.000 ; 0 ; 0 ; 0 ; 56.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 56.000 ;Neo Station;;;;;;;-
0010100014;121690010120012518072400014;2025-01-20 18:07:24;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;LEMON TEA;TEA;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100014;121690010120012518072400014;2025-01-20 18:07:24;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;Fresh Mango;HEALTHY  SMOOTHIE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100014;121690010120012518072400014;2025-01-20 18:07:24;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;FRENCH FRIES;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100014;121690010120012518072400014;2025-01-20 18:07:24;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0041;Salted Creamy Coffee;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
